"Level";"Country";"State";County";"Place";"Longitude";"Latitude";"ZoomLevel";"Icon"
3;FRA;Bretagne;Ille-et-Vilaine;Grand-Fougeray 35124;W1.7333;N47.7167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Guichen 35126;W1.8000;N47.9667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Guignen 35127;W1.8500;N47.9167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Guipel 35128;W1.7167;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Guipry 35129;W1.8333;N47.8167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Hédé 35130;W1.8000;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Hirel 35132;W1.8000;N48.6000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Iffendic 35133;W2.0333;N48.1333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Irodouër 35135;W1.9500;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Janzé 35136;W1.5000;N47.9667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Javené 35137;W1.2167;N48.3167;13;
3;FRA;Bretagne;Ille-et-Vilaine;L'Hermitage 35131;W1.8167;N48.1333;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Baussaine 35017;W1.9000;N48.3167;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Bazouge-du-Désert 35018;W1.1061;N48.4429;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Bosse-de-Bretagne 35030;W1.6000;N47.8667;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Bouëxière 35031;W1.4333;N48.1833;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Boussac 35034;W1.6667;N48.5167;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-aux-Filtzméens 35056;W1.8251;N48.3837;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-Bouëxic 35057;W1.9333;N47.9333;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-Chaussée 35058;W1.8500;N48.2667;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-de-Brain 35064;W1.9350;N47.6986;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-des-Fougeretz 35059;W1.7323;N48.1753;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-du-Lou 35060;W2.0000;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-Erbrée 35061;W1.1000;N48.1333;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-Janson 35062;W1.1000;N48.3500;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-Saint-Aubert 35063;W1.3000;N48.3167;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Chapelle-Thouarault 35065;W1.8667;N48.1333;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Couyère 35089;W1.5000;N47.8833;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Dominelais 35098;W1.6833;N47.7667;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Fontenelle 35113;W1.5000;N48.4667;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Fresnais 35116;W1.8500;N48.6000;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Gouesnière 35122;W1.9000;N48.6167;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Guerche-de-Bretagne 35125;W1.2333;N47.9333;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Mézière 35177;W1.7500;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Noë-Blanche 35202;W1.7333;N47.8000;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Nouaye 35203;W1.9833;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Richardais 35241;W2.0333;N48.6000;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Selle-en-Coglès 35323;W1.3500;N48.4333;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Selle-en-Luitré 35324;W1.1333;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Selle-Guerchaise 35325;W1.1667;N47.9500;13;
3;FRA;Bretagne;Ille-et-Vilaine;La Ville-ès-Nonais 35358;W1.9500;N48.5500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Laignelet 35138;W1.1500;N48.3667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Laillé 35139;W1.7167;N47.9833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lalleu 35140;W1.5167;N47.8500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Landavran 35141;W1.2833;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Landéan 35142;W1.1500;N48.4167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Landujan 35143;W2.0000;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Langan 35144;W1.8500;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Langon 35145;W1.8500;N47.7167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Langouet 35146;W1.8167;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lanhélin 35147;W1.8333;N48.4500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lanrigan 35148;W1.7000;N48.4000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lassy 35149;W1.8667;N47.9833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Châtellier 35071;W1.6667;N47.8667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Crouais 35091;W2.1333;N48.2000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Ferré 35111;W1.3000;N48.5000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Loroux 35157;W1.0667;N48.4000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Lou-du-Lac 35158;W1.9833;N48.2000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Minihic-sur-Rance 35181;W2.0167;N48.5833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Pertre 35217;W1.0333;N48.0333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Petit-Fougeray 35218;W1.6000;N47.9333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Rheu 35240;W1.8000;N48.1000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Sel-de-Bretagne 35322;W1.6135;N47.8958;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Theil-de-Bretagne 35333;W1.4333;N47.9167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Tiercent 35336;W1.4000;N48.3500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Tronchet 35362;W1.8333;N48.4833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Verger 35351;W1.9337;N48.0696;13;
3;FRA;Bretagne;Ille-et-Vilaine;Le Vivier-sur-Mer 35361;W1.7833;N48.6000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lécousse 35150;W1.2167;N48.3667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Les Brulais 35046;W2.0333;N47.8833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Les Iffs 35134;W1.8667;N48.2833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lieuron 35151;W1.9500;N47.8500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Liffré 35152;W1.5000;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lillemer 35153;W1.8667;N48.5667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Livré-sur-Changeon 35154;W1.3500;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lohéac 35155;W1.8833;N47.8667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Longaulnay 35156;W1.9333;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Lourmais 35159;W1.7333;N48.4500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Loutehel 35160;W2.0833;N47.9333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Louvigné-de-Bais 35161;W1.3333;N48.0500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Louvigné-du-Désert 35162;W1.1333;N48.4833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Luitré 35163;W1.1167;N48.2833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Marcillé-Raoul 35164;W1.6000;N48.3833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Marcillé-Robert 35165;W1.3667;N47.9500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Marpiré 35166;W1.3333;N48.1333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Martigné-Ferchaud 35167;W1.3167;N47.8333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Maure-de-Bretagne 35168;W1.9833;N47.9000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Maxent 35169;W2.0333;N47.9833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Mecé 35170;W1.3000;N48.2333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Médréac 35171;W2.0667;N48.2667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Meillac 35172;W1.8167;N48.4167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Melesse 35173;W1.7000;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Mellé 35174;W1.2000;N48.5000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Mernel 35175;W1.9667;N47.9000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Messac 35176;W1.8000;N47.8167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Mézières-sur-Couesnon 35178;W1.4500;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Miniac-Morvan 35179;W1.9000;N48.5167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Miniac-sous-Bécherel 35180;W1.9333;N48.2833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Moigné 35182=35240;W1.7667;N48.0833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Mondevert 35183;W1.1000;N48.0833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Mont-Dol 35186;W1.7667;N48.5667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montauban-de-Bretagne 35184;W2.0500;N48.2000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montautour 35185;W1.1500;N48.2000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Monterfil 35187;W1.9833;N48.0667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montfort-sur-Meu 35188;W1.9667;N48.1333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montgermont 35189;W1.7167;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Monthault 35190;W1.1833;N48.5167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montours 35191;W1.3000;N48.4500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montreuil-des-Landes 35192;W1.2167;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montreuil-le-Gast 35193;W1.7167;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montreuil-sous-Pérouse 35194;W1.2333;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Montreuil-sur-Ille 35195;W1.6667;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Mordelles 35196;W1.8500;N48.0667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Mouazé 35197;W1.6000;N48.2333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Moulins 35198;W1.3667;N48.0000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Moussé 35199;W1.2667;N47.9333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Moutiers 35200;W1.2167;N47.9667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Muel 35201;W2.1500;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Nouvoitou 35204;W1.5500;N48.0500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Noyal-Châtillon-sur-Seiche 35206;W1.6500;N48.0333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Noyal-sous-Bazouges 35205;W1.6333;N48.4167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Noyal-sur-Vilaine 35207;W1.5167;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Orgères 35208;W1.6667;N48.0000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Ossé 35209;W1.4500;N48.0500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pacé 35210;W1.7667;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Paimpont 35211;W2.1833;N48.0167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pancé 35212;W1.6667;N47.8833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Paramé 35213=35288;W2.0000;N48.6667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Parcé 35214;W1.2000;N48.2667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Parigné 35215;W1.2000;N48.4333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Parthenay-de-Bretagne 35216;W1.8333;N48.2000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pipriac 35219;W1.9500;N47.8167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Piré-sur-Seiche 35220;W1.4333;N48.0000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pléchâtel 35221;W1.7500;N47.9000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pleine-Fougères 35222;W1.5667;N48.5333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Plélan-le-Grand 35223;W2.1000;N48.0000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Plerguer 35224;W1.8500;N48.5333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Plesder 35225;W1.9167;N48.4167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pleugueneuc 35226;W1.9000;N48.4000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pleumeleuc 35227;W1.9167;N48.1833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pleurtuit 35228;W2.0667;N48.5833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pocé-les-Bois 35229;W1.2500;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Poilley 35230;W1.2667;N48.4667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Poligné 35231;W1.6833;N47.8833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Pont-Péan 35363;W1.7833;N48.0000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Princé 35232;W1.0833;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Québriac 35233;W1.8333;N48.3500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Quédillac 35234;W2.1500;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Rannée 35235;W1.2333;N47.9167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Redon 35236;W2.0833;N47.6500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Renac 35237;W1.9833;N47.7167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Rennes 35238;W1.6833;N48.0833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Retiers 35239;W1.3833;N47.9167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Rimou 35242;W1.2833;N48.3500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Romagné 35243;W1.5000;N48.3667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Romazy 35244;W1.9000;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Romillé 35245;W1.9667;N48.6833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Roz-Landrieux 35246;W1.8333;N48.5333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Roz-sur-Couesnon 35247;W1.6000;N48.5833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sains 35248;W1.5833;N48.5500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Armel 35250;W1.5833;N48.0167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Aubin-d'Aubigné 35251;W1.6000;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Aubin-des-Landes 35252;W1.3000;N48.1000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Aubin-du-Cormier 35253;W1.4000;N48.2667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Aubin-du-Pavail 35254;W1.4667;N48.0500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Benoît-des-Ondes 35255;W1.8500;N48.6167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Briac-sur-Mer 35256;W2.1333;N48.6333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Brice-en-Coglès 35257;W1.3667;N48.4000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Brieuc-des-Iffs 35258;W1.8500;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Broladre 35259;W1.6500;N48.5833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Christophe-de-Valains 35261;W1.4500;N48.3500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Christophe-des-Bois 35260;W1.2500;N48.2333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Coulomb 35263;W1.9000;N48.6833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Didier 35264;W1.3667;N48.1000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Domineuc 35265;W1.8667;N48.3667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Erblon 35266;W1.6500;N48.0167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Étienne-en-Coglès 35267;W1.3333;N48.4000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Ganton 35268;W1.8833;N47.7500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Georges-de-Chesné 35269;W1.2833;N48.2667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Georges-de-Gréhaigne 35270;W1.5500;N48.5667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Georges-de-Reintembault 35271;W1.2333;N48.5000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Germain-du-Pinel 35272;W1.1667;N48.0167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Germain-en-Coglès 35273;W1.2500;N48.4000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Germain-sur-Ille 35274;W1.6667;N48.2500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Gilles 35275;W1.8333;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Gondran 35276;W1.8333;N48.2667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Gonlay 35277;W2.0667;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Grégoire 35278;W1.6833;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Guinoux 35279;W1.8833;N48.5833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Hilaire-des-Landes 35280;W1.3500;N48.3500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Jacques-de-la-Lande 35281;W1.7167;N48.0667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Jean-sur-Couesnon 35282;W1.3667;N48.2833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Jean-sur-Vilaine 35283;W1.3667;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Jouan-des-Guérets 35284;W1.9667;N48.6000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Just 35285;W1.9667;N47.7667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Léger-des-Prés 35286;W1.6500;N48.4000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Lunaire 35287;W2.1167;N48.6333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-M'Hervé 35300;W1.1167;N48.1833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-M'Hervon 35301;W2.0500;N48.2333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Malo 35288;W2.0167;N48.6500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Malo-de-Phily 35289;W1.7833;N47.8667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Malon-sur-Mel 35290;W2.0833;N48.0833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Marc-le-Blanc 35292;W1.4000;N48.3667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Marc-sur-Couesnon 35293;W1.3667;N48.3000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Marcan 35291;W1.6333;N48.5833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Maugan 35295;W2.0833;N48.1333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Médard-sur-Ille 35296;W1.6667;N48.2667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Méen-le-Grand 35297;W2.2000;N48.1833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Melaine 35298=35068;W1.3833;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Méloir-des-Ondes 35299;W1.9000;N48.6500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Onen-la-Chapelle 35302;W2.1667;N48.1667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Ouen-des-Alleux 35304;W1.4167;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Ouen-la-Rouërie 35303;W1.4333;N48.4500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Péran 35305;W2.0500;N48.0500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Père 35306;W1.9167;N48.5833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Pern 35307;W1.9833;N48.2833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Pierre-de-Plesguen 35308;W1.9167;N48.4500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Rémy-du-Plain 35309;W1.5667;N48.3667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Sauveur-des-Landes 35310;W1.3167;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Séglin 35311;W2.0000;N47.8500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Senoux 35312;W1.7833;N47.9000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Servan-sur-Mer 35313=35288;W2.0167;N48.6333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Suliac 35314;W1.9667;N48.5667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Sulpice-des-Landes 35316;W1.6167;N47.7667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Sulpice-la-Forêt 35315;W1.5833;N48.2167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Symphorien 35317=35130;W1.8333;N48.2833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Thual 35318;W1.9333;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Thurial 35319;W1.9333;N48.0333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saint-Uniac 35320;W2.0333;N48.1667;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sainte-Anne-sur-Vilaine 35249;W1.8167;N47.7333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sainte-Colombe 35262;W1.4500;N47.8833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sainte-Marie 35294;W2.0000;N47.7000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Saulnières 35321;W1.5833;N47.9167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sens-de-Bretagne 35326;W1.5500;N48.3333;13;
3;FRA;Bretagne;Ille-et-Vilaine;Servon-sur-Vilaine 35327;W1.4500;N48.1167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sixt-sur-Aff 35328;W2.0833;N47.7833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Sougéal 35329;W1.5167;N48.5167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Taillis 35330;W1.2333;N48.1833;13;
3;FRA;Bretagne;Ille-et-Vilaine;Talensac 35331;W1.9333;N48.1000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Teillay 35332;W1.5333;N47.8000;13;
3;FRA;Bretagne;Ille-et-Vilaine;Thorigné-Fouillard 35334;W1.5667;N48.1500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Thourie 35335;W1.4833;N47.8500;13;
3;FRA;Bretagne;Ille-et-Vilaine;Tinténiac 35337;W1.8500;N48.3167;13;
3;FRA;Bretagne;Ille-et-Vilaine;Torcé 35338;W1.2667;N48.0667;13;
